	Primary English Name	Secondary English Names	Primary Hebrew Name	Secondary Hebrew Names	Birth Year 	Birth Place	Death Year	Death Place	Halachic Era	English Biography	Hebrew Biography	English Wikipedia Link	Hebrew Wikipedia Link	Jewish Encyclopedia Link	Brill Online Reference Words (Encyclopedia of Jewish in the Islamic, Encyclopedia of the Hebrew Language, Encyclopedia of Judaism)
275	Peretz ben Elijah of Corbeil	Rabeinu Peretz	פרץ בן אליהו מקורביל	רבינו פרץ	1225.0		1295.0	Corbeil-Cerf, France	Rishonim	"Late 13th century Tosafist, author of ""Tosafot Rabbeinu Peretz"" on the Talmud, of which only a few tractates are currently extant. He also authored glosses on ""Sefer Mitzvot Katan"" written by his teacher R' Isaac of Corbeil, and on ""Sefer HaTashbetz"" by his student R' Samson ben Tzadok. A Masoretic work entitled ""Sefer Peretz"" is no longer extant."	"מאחרוני בעלי התוספות בסוף המאה ה-13. כתב הגהות על ""ספר מצוות קטן"" של רבו ר' יצחק מקורביל,  ועל ""ספר התשב""ץ"" של תלמידו ר' שמשון בן צדוק. ספרו על המסורה הנקרא ""ספר פרץ"" לא הגיע לידינו."	https://en.wikipedia.org/wiki/Perez_ben_Elijah	https://he.wikipedia.org/wiki/%D7%A4%D7%A8%D7%A5_%D7%9E%D7%A7%D7%95%D7%A8%D7%91%D7%99%D7%9C	http://jewishencyclopedia.com/articles/12027-perez-ben-elijah-of-corbeil	
276	Jacob Reischer		יעקב ריישר		1661.0	Prague	1733.0	Metz, France	Achronim	Austrian rabbi and author. Born in Prague, he was appointed as a dayan in that city before accepting a rabbinic position in Rzeszów in Galicia, deriving his surname Reischer from that city, which is known as 'Reische' among the Jews. His works include: Minchat Ya'akov, commentary on the Torat ha-Chatat of Moses Isserles; Torat ha-Shelamim, commentary on Yoreh De'ah, Hilchot Niddah; Chok Yaakov, commentary on Orach Chayyim, Hilchot Pesach; Solet le'Minchah, supplements to the Minchat Ya'akov and the Torat ha-Shelamim; Iyyun Ya'aḳov commentary on the Ein Ya'aḳov; and Responsa Shevut Yaakov.	"מחשובי רבני אשכנז ומחבר של ספרי הלכה ואגדה מפורסמים. נולד בפראג למשפחת רבנים חשובה והתמנה לדיין בעיר. בהמשך, עבר לכהן כרב בעיר ריישא, ועל שמה נקרא ""ריישר"". חיבוריו: ""מנחת יעקב"" - על הספר ""תורת החטאת"" של הרמ""א; ""עיון יעקב""- על האגדות שבספר עין יעקב.; ""פאר יעקב""- חידושים על התלמוד; ""חק יעקב""- חידושים על שולחן ערוך הלכות פסח; ""שבות יעקב"" - שו""ת; ""תורת השלמים"" - על הלכות נדה ועל כללי הספיקות של הש""ך; ""סולת למנחה"" - השלמות לה'מנחת יעקב' ו'תורת השלמים'."	https://en.wikipedia.org/wiki/Jacob_ben_Joseph_Reischer	https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%A8%D7%99%D7%99%D7%A9%D7%A8	http://www.jewishencyclopedia.com/articles/12667-reischer-jacob-b-joseph	
277	Abraham David Wahrman	Butchatcher Rav	אברהם דוד וואהרמן	בוטשאטשר רב	1770.0	Nadvirna, Ukraine	1840.0	Buchach, Ukraine	Achronim	"Chassidic Rav and Posek in 18-19th century Galicia, also known as the ""Eshel Avraham,"" the title of his commentary to Shulchan Arukh Orach Ḥayyim;  At age 20 he became rabbi of Yazlovets, where he became acquainted with the Chassidic masters R' Levi Yitzchak of Berditchev and R' Moshe Leib of Sassov, who introduced him to Chasidism. In 1813 he succeeded his late father-in-law, author of responsa 'Neta Sha'ashuim,' as rabbi of Butchatch and retained this position until his death. He authored the following works: ""Da'at Ḳedoshim,"" commentary on Shulchan Arukh Yoreh De'ah; ""Divrei Avot,"" commentary on Pirke Avot;  ""Birkat David,"" aggadic commentary on Genesis; ""Machazeh Avraham,"" commentary on the Pentateuch, and ""Chazon David,"" on the other Biblical books;  ""Amarot Ṭehorot,"" on the purification of Niddah and vessels, in Judæo-German; ""Tefillah L'David,"" on benediction and prayer; and  ""Tehillah L'David,"" on Psalms."	" רב חסידי ופוסק בגליציה במאה ה18-19, מחבר של הספרים ""אשל אברהם"" ו""עזר מקודש"" על השולחן ערוך. בגיל עשרים התמנה לרבה של יזלוביץ ובאותו זמן התקרב לגדולי החסידות, ר' לוי יצחק מברדיצ'ב ור' משה לייב מסאסוב. בשנת 1814 נפטר חותנו, רבי צבי הירש קרא בעל ה""נטע שעשועים"", והוא מילא מקומו כרבה של בוטשאש. מבין שאר חיבוריו: כסף הקדשים על שולחן ערוך חושן משפט; דעת קדושים על שולחן ערוך ירה דעה; ברכת-דוד, על פרשיות חומש בראשית - בדרך קבלה וחסידות; מחזה אברהם, על תנ""ך וחגי ישראל; תפלה לדוד, על התפילה; דברי אבות, על מסכת אבות; יד רמה, פירוש להגדה של פסח; ברכת אברהם, על הלכות ברכות."	https://en.wikipedia.org/wiki/Abraham_David_ben_Asher_Anshel_Buchach	https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A8%D7%94%D7%9D_%D7%93%D7%95%D7%93_%D7%9E%D7%91%D7%95%D7%98%D7%A9%D7%90%D7%98%D7%A9	http://jewishencyclopedia.com/articles/3793-buczacz-abraham-david-b-asher-anshel	
278	Yaakov Yitzchok Ruderman		יעקב יצחק רודרמן		1900.0	Daŭhinava	1987.0	Baltimore, MD, USA	Achronim	"20th century rabbi and Rosh Yeshiva in Baltimore, Maryland. He was born in Daŭhinava, in the Vilna Governorate of the Russian Empire (present-day Belarus), where his father, Rabbi Yehuda Leib Ruderman, was the rabbi. He studied in Yeshivat Knesset Yisrael in Slabodka, under Rabbi Nathan Tzvi Finkel (the ""Alter""), and the rosh yeshiva, Rabbi Moshe Mordechai Epstein, receiving semicha from the latter in 1926. In 1933, he moved to Baltimore, where he was immediately offered a rabbinical post. He accepted the position on the condition that he be permitted to open a yeshiva using the synagogue facilities; he named the new yeshiva Ner Yisroel, ('Light of Israel'). He wrote ""Avodat Levi,"" which was published in his lifetime. An additional two volumes of his teachings were compiled and published posthumously by his students: ethical insights based on the weekly parsha named ""Sichot Levi"", and lectures on the 19th century work Minchat Chinukh and other Talmudic and halachic insights in ""Mas'at Levi""."	מייסד וראש ישיבת נר ישראל בבולטימור	https://en.wikipedia.org/wiki/Yaakov_Yitzchok_Ruderman			
279	Moshe Teitelbaum of Ujhel	Yismach Moshe	משה טייטלבוים מאוהעל	ישמח משה	1759.0	Przemyśl, Poland	1841.0	Sátoraljaújhely, Hungary	Achronim			https://en.wikipedia.org/wiki/Moshe_Teitelbaum_(Ujhel)	https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94_%D7%98%D7%99%D7%99%D7%98%D7%9C%D7%91%D7%95%D7%99%D7%9D_(%D7%94%D7%A8%D7%90%D7%A9%D7%95%D7%9F)		
281	Ephraim Zalman Margoliot		אפרים זלמן מרגליות		1762.0	Brody	1828.0		Achronim	"18-19th century preeminent Torah scholar and author. Born in Brody, he served as rabbi of Uhniv for a short time, but after becoming wealthy in business he gave up the position and devoted his time to Torah study and correspondence. Among his works are: ""Bet Efrayim"" - commentary on Shulchan Arukh, Yoreh De'ah; Responsa Bet Efrayim, ""Yad Efrayim"" commentary on Shulchan Arukh, Orach Chayim, ""Sha'arei Efrayim"" on the laws pertaining to the reading of the Torah in the synagogue; ""Shem Efrayim"" commentary on the Torah; ""Tiv Gittin"" on the proper spelling of names in divorce documents; and ""Mateh Efrayim"" on the laws to be observed from the beginning of the month of Elul until after Sukkot, as well as the regulations regarding the Kaddish of orphans."	"מחשובי הפוסקים בפולין וליטא במאה ה18-19. נולד בברודי ושימש ברבנות בהעיר אוהניב בצעירותו, אך לאחר שהתעשר מעסקיו ביהלומים התמסר ללימוד התורה וסירב לקבל על עצמו משרה רבנית. מבין חיבוריו: ""יד אפרים"" על שולחן ערוך, אורח חיים; ""מטה אפרים"" על דיני ימים הנוראים, חג הסוכות, וקדיש יתום; ""טיב גיטין"" על כתיבת שמות בגיטין; ""למעלות היוחסין""; ""שו""ת בית אפרים""; ""עוללות אפרים"" על הלכות ברכות הפירות; ""שערי אפרים"" על הלכות קריאת התורה, ו""שם אפרים"" על התורה."	https://en.wikipedia.org/wiki/Ephraim_Zalman_Margolioth	https://he.wikipedia.org/wiki/%D7%90%D7%A4%D7%A8%D7%99%D7%9D_%D7%96%D7%9C%D7%9E%D7%9F_%D7%9E%D7%A8%D7%92%D7%9C%D7%99%D7%95%D7%AA		
282	Tobiah ben Eliezer		טוביה בן אליעזר		1090.0		1160.0		Rishonim	11-12th century Biblical commentator and liturgist, lived in Kastoria, Greece. His major work is 'Midrash Lekach Tov', a commentary on the Torah and Megilot which is based heavily on Midrashic sources and is cited by many early Rishonim. He also wrote liturgical hymns, some of which are still extant.	"בעל 'מדרש לקח טוב', חי בעיר קסטוריה שביון במאה ה11-12, וכיהן כרב בקהילת סלוניקי בתקופת מסע הצלב הראשון. הוא היה גם פייטן, וחיבר חרוזים בפתיחה ובחתימה לספר בראשית ובחתימת ספר ויקרא, ונמצאה ממנו סליחה המתחלת ""אהיה אשר אהיה""."	https://en.wikipedia.org/wiki/Tobiah_ben_Eliezer	https://he.wikipedia.org/wiki/%D7%98%D7%95%D7%91%D7%99%D7%94_%D7%91%D7%9F_%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8		
283	David Solomon Eibeschutz	Arvei Nachal	דוד שלמה אייבשיץ	ערבי נחל	1755.0		1813.0	Safed	Achronim						
284	Joseph Colon	Maharik	יוסף קולון	"מהרי""ק"	1410.0	Chambéry, France	1480.0	Pavia, Italy	Rishonim		מגדולי הפוסקים במאה ה-15				
285	Jacob Joshua Falk	Pnei Yehoshua	יעקב יהושע פלק‎	פני יהושע	1680.0	Krakow, Poland	1756.0	Offenbach	Achronim			https://en.wikipedia.org/wiki/Jacob_Joshua_Falk	https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%99%D7%94%D7%95%D7%A9%D7%A2_%D7%A4%D7%9C%D7%A7	http://www.jewishencyclopedia.com/articles/8422-jacob-joshua-ben-zebi-hirsch	
286	Kalonymus Kalman Epstein	Maor VaShamesh	קלונימוס קלמן אפשטיין	מאור ושמש	1751.0	Nowy Korczyn, Poland	1823.0	Krakow	Achronim		"מגדולי החסידות בפולין במאה ה-18/19. באחד מביקוריו של ר' אלימלך מליז'נסק בקרקוב, פגש אותו ר' קלונימוס קלמן והושפע ממנו מאוד. במשך הזמן התקרב לחסידות ונעשה לתלמידם של ר' אלימלך ושל תלמידו, החוזה מלובלין. ספרו של ר' קלונימוס קלמן, ""מאור ושמש"", הערוך במתכונת של פירושים לפרשיות השבוע, כולל ציטוטי מאמרים מאדמו""רים רבים, נעשה כעין ספר מייצג של החסידות הפולנית בליז'נסק ובלובלין. הספר יצא לאור בשנת 1842, ונעשה מקובל וחשוב עד כדי כך שהכניסוהו למקראות גדולות לצד הפרשנים הקלאסיים של ימי הביניים."	https://en.wikipedia.org/wiki/Kalonymus_Kalman_Epstein	https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%95%D7%A0%D7%99%D7%9E%D7%95%D7%A1_%D7%A7%D7%9C%D7%9E%D7%9F_%D7%90%D7%A4%D7%A9%D7%98%D7%99%D7%99%D7%9F		
287	Nathan Nota Spira	Megaleh Amukot	נתן נטע שפירא	מגלה עמוקות	1585.0		1633.0	Krakow	Achronim			https://en.wikipedia.org/wiki/Nathan_Nata_Spira	נתן נטע שפירא		
288	Solomon ibn Gabirol		שלמה בן יהודה אבן גבירול		1021.0	Málaga, Spain	1060.0	Valencia, Spain	Rishonim						
292	Hillel Rivlin	R' Hillel of Shklov	הלל ריבלין	ר' הלל משקלוב	1758.0		1838.0	State of Israel	Achronim	"A disciple of the Vilna Gaon, he is credited with having revitalized the Ashkenazi community in what is now Israel (then the Ottoman province of Palestine), by immigrating to Jerusalem in 1809 along with some other pupils of the Gaon. He is the author of the esoteric work ""Kol HaTor"", which presents an analysis of the process of future redemption which he received from the Vilna Gaon."	"תלמיד הגר""א מווילנא, שעמד בראש עליית תלמידי הגר""א לארץ ישראל בשנת תקס""ט (1809), וחיבר ספר 'קול התור' בו הוא מבאר את שיטת הגאולה שקיבל מרבו, הגר""א."	https://en.wikipedia.org/wiki/Hillel_Rivlin	https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%9C_%D7%A8%D7%99%D7%91%D7%9C%D7%99%D7%9F		
295	Jacob ibn Habib		יעקב בן שלמה אבן חביב		1450.0	Zamora	1516.0	Salonica / Thessaloniki 	Achronim			https://en.wikipedia.org/wiki/Jacob_ibn_Habib	https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%91%D7%9F_%D7%97%D7%91%D7%99%D7%91		
296	Levi ibn Habib	Ralbach	לוי בן חביב	"רלב""ח"	1485.0	Zamora	1545.0	Jerusalem, Israel	Achronim			https://en.wikipedia.org/wiki/Levi_ibn_Habib	https://he.wikipedia.org/wiki/%D7%9C%D7%95%D7%99_%D7%91%D7%9F_%D7%97%D7%91%D7%99%D7%91	http://www.jewishencyclopedia.com/articles/6986-habib-levi-ben-jacob-ibn	
297	Kalonymus Kalman Shapira	Rebbe of Piaseczno	קלונימוס קלמיש שפירא	"אדמו""ר מפיאסצנה"	1889.0	Grodzisk Mazowiecki, Poland	1943.0	Trawniki Concentration Camp, Poland	Achronim	Rebbe of the Warsaw Ghetto, also known as the Piaseczner Rebbe. He was born in Grodzhisk, Poland to his father, Rabbi Elimelech of Grodzhisk and named after his maternal great-grandfather, Rabbi Kalonymus Kalman Epstein, renowned Chassidic leader and author of Maor VaShemesh. He was orphaned at age three by the death of his father, and in 1905 he married Rachel Chaya Miriam, daughter of his nephew, Rabbi Yerachmiel Moshe of Kozhnitz. They had a son and a daughter, both of whom perished in the Holocaust. In 1909 he was appointed rabbi of Piaseczno, near Warsaw, and he established the yeshiva Da'at Moshe in 1923, which became one of the largest Chassidic yeshivot in Warsaw between the wars. He was deeply focused on the education of children and young men, and authored several important educational works: Chovat HaTalmidim (The Students' Obligation) - a collection of essays providing spiritual guidance for youth, Hachsharat HaAvreichim (Preparation of Young Men) - for young married men, and Mevo haShearim - intended to be the introduction to Chovat HaAvreichim, the last published book in the series of education, but only Mevo HaShearim survived from this manuscript. Also published are Tzav V'Ziruz - Rabbi Shapira's personal diary, Bnei Machshava Tova - a guide to attaining spirituality despite adversity and physical needs, which is based on manuscripts recovered from the rubble in the Warsaw ghetto, Derech HaMelech (The Way of the King) - Torah discourses given on the Sabbath and festivals in the years 1889–1943, and Esh Kodesh (Holy Fire) - his inspirational speeches given during the Holocaust period. After the Warsaw Ghetto Uprising was crushed in 1943, Rabbi Shapira was taken to the Trawniki work camp near Lublin, where he was among the victims of the mass shooting carried out on November 3, 1943.	"רבי קלונימוס קלמיש שפירא, הנודע כהאדמו""ר מפיאסצנה, היה האדמו""ר האחרון בגטו ורשה. הוא פעל בפולין בין שתי מלחמות העולם. נולד בשנת 1889 בגרודזיסק  שבפולין, לרבי אלימלך שפירא מגרודזיסק, מצאצאי המגיד מקוז'ניץ ורבי אלימלך מליז'נסק. נקרא ""קלונימוס קלמיש"" על שם סבו מצד אמו (בעל המאור ושמש). התייתם מאביו בגיל 3 וגדל אצל סבו, רבי חיים שמואל מחנצ'ין ובהמשך אצל חמיו ואחיינו, רבי ירחמיאל משה הופשטיין האדמו""ר מקוז'ניץ, בן אחותו (למחצה) הגדולה, שרה דבורה, וצאצא מצד אביו למגיד מקוז'ניץ. בשנת 1905, נישא לחיה רחל הופשטיין, בתו של רבי ירחמיאל משה. בשנת 1909 (בגיל 20) נפטר חמיו והוא החל לכהן באדמו""רות בפיאסצנה, עיירה קטנה מדרום לוורשה, כשמצטרפים אליו מחסידי אביו וחותנו. לאחר מספר שנים, בשנת 1913, הוכתר גם לכהן ברבנות פיאסצנה. לאחר מלחמת העולם הראשונה, לנוכח המשבר הגדול ביהדות החרדית, כשרבים מבני הנוער נמשכו אחרי תנועות לאומיות ועזבו את הדת, הוא החליט להירתם לנושא חינוך הנוער ובשנת 1923 (בגיל 34) ייסד את ישיבת דעת משה (על שם חמיו) בוורשה, ושימש בה כראש ישיבה ובמקביל המשיך לכהן באדמו""רות בפיאסצנה, בה ביקר בעיקר בימות הקיץ ובימים הנוראים. רבי קלונימוס התמקד במיוחד בחינוך בני הנוער, ובספריו הוא פיתח שיטת חינוך בראי החסידות, שבה הוא מנסה להנחיל בין היתר, את עבודת החסידות, המורכבת מחשיבה ורגשות עמוקים. חיבוריו הם: ""חובת התלמידים"" הכולל הדרכה בלימוד ועבודת ה', מיועד בעיקר לתלמידים צעירים, ""הכשרת האברכים"" - הוא המשך ישיר להספר ""חובת התלמידים"" הכולל הדרכה בלימוד וחסידות לאברכים נשואים, ""מבוא השערים"" הוא הקדמה לספרו האבוד ""חובת האברכים"",  ""בני מחשבה טובה"" הוא ספר לאלו שסיימו את ספריו הקודמים וכולל הדרכת חבורת אנשים השואפים להתעלות בעבודת ה, ""צו וזירוז"" - הוא לקט של הגיגים קצרים שרשם ביומנו האישית, ""דרך המלך"" - בו נקבצו דרשותיו בין שתי המלחמות, ו""אש קודש"" -  דרשות חיזוק שבועיות שנתן האדמו""ר במשך ימי השואה.לאחר מרד גטו ורשה באפריל 1943, גורש הרבי עם היהודים שנותרו בחיים למחנה הריכוז טרווניקי, ליד לובלין. האדמו""ר נרצח בנובמבר 1943, יחד עם שאר יהודי המחנה, במסגרת מבצע ""חג הקציר"" (Erntefest) שערך האס אס."	https://en.wikipedia.org/wiki/Kalonymus_Kalman_Shapira	https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%95%D7%A0%D7%99%D7%9E%D7%95%D7%A1_%D7%A7%D7%9C%D7%9E%D7%99%D7%A9_%D7%A9%D7%A4%D7%99%D7%A8%D7%90		
